Date,Customer_ID,Customer_Segment,Region,City,Category,Product,Price,Quantity,Total_Amount,Discount_Rate,Discount_Amount,Final_Amount,Sales_Channel,Payment_Method,Year,Month,Quarter,Day_of_Week,Day_of_Year,Week_of_Year,Is_Weekend,Is_Holiday_Season,Is_Summer,Total_Spent,Order_Count,Avg_Order_Value,First_Order,Last_Order,Customer_Lifetime_Days,Product_Revenue,Product_Orders,Product_Avg_Price,Product_Quantity_Sold,Category_Revenue,Category_Orders,Category_Avg_Price,Category_Quantity_Sold,Region_Revenue,Region_Orders,Region_Avg_Order,Region_Customers,Channel_Revenue,Channel_Orders,Channel_Avg_Order,Payment_Revenue,Payment_Orders,Payment_Avg_Order,Segment_Revenue,Segment_Orders,Segment_Avg_Order,Segment_Customers,Estimated_Cost,Estimated_Profit,Profit_Margin,Customer_Value_Tier
2022-08-23,CUST_5841,Premium,Australia,Perth,Electronics,Laptop,330.25,1,330.25,0.0,0.0,363.28,In-Store,Cash,2022,8,3,Tuesday,235,34,False,False,True,451.12,2,225.56,2022-08-23,2024-10-23,792,1219301.46,210,5806.2,1134,7233331.08,1193,6063.14,6414,4024694.57,2597,1549.75,2244,3799942.54,2464,1542.18,3159571.19,1924,1642.19,3144053.49,2426,1295.98,2130,198.15,165.12999999999997,45.45529619026645,Silver
2024-02-25,CUST_2393,Budget,North America,Los Angeles,Clothing,Dress,131.0,6,785.99,0.1,78.6,707.39,Online,Digital Wallet,2024,2,1,Sunday,56,8,True,False,False,707.39,1,707.39,2024-02-25,2024-02-25,0,135770.98,227,598.11,1126,755914.15,1272,594.27,6615,3979222.64,2475,1607.77,2160,4014923.32,2552,1573.25,3314861.11,2038,1626.53,4802112.68,2570,1868.53,2218,78.6,235.79000000000002,33.33239090176565,Gold
2023-07-20,CUST_6183,Budget,Europe,Paris,Automotive,Electronics,264.88,15,3973.17,0.1,397.32,3933.44,Online,Credit Card,2023,7,3,Thursday,201,29,False,False,True,4586.99,2,2293.5,2022-10-19,2023-07-20,274,714231.79,238,3000.97,1270,3834518.24,1252,3062.71,6597,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3184046.42,2054,1550.17,4802112.68,2570,1868.53,2218,158.928,1549.52,39.39350797266515,Platinum
2022-01-08,CUST_6397,Regular,Australia,Perth,Sports,Basketball,30.95,6,185.68,0.1,18.57,167.12,Phone,Digital Wallet,2022,1,1,Saturday,8,1,True,False,False,1825.9,2,912.95,2022-01-08,2023-10-20,650,249891.35,275,908.7,1494,1162542.94,1267,917.56,6819,4024694.57,2597,1549.75,2244,4002905.57,2476,1616.68,3314861.11,2038,1626.53,4186855.1,2525,1658.16,2227,18.57,55.7,33.32934418382001,Platinum
2022-06-02,CUST_7915,VIP,North America,Toronto,Beauty,Skincare,292.56,4,1170.24,0.15,175.54,1094.17,Mobile App,Credit Card,2022,6,2,Thursday,153,22,False,False,True,1143.35,2,571.68,2022-06-02,2024-06-25,754,116456.61,253,460.3,1387,562465.16,1244,452.14,6707,3979222.64,2475,1607.77,2160,4246388.07,2508,1693.14,3184046.42,2054,1550.17,3931138.23,2479,1585.78,2186,175.536,392.02600000000007,35.828618953179124,Platinum
2022-06-01,CUST_4683,Budget,Australia,Brisbane,Electronics,Smartwatch,1233.05,3,3699.16,0.1,369.92,3662.17,Mobile App,Credit Card,2022,6,2,Wednesday,152,22,False,False,True,8256.32,3,2752.11,2022-04-06,2022-09-16,163,965973.36,169,5715.82,844,7233331.08,1193,6063.14,6414,4024694.57,2597,1549.75,2244,4246388.07,2508,1693.14,3184046.42,2054,1550.17,4802112.68,2570,1868.53,2218,739.8299999999999,1442.6800000000003,39.3941297099807,Platinum
2024-07-04,CUST_1687,Budget,Australia,Adelaide,Beauty,Skincare,83.49,12,1001.93,0.1,100.19,991.91,Online,Cash,2024,7,3,Thursday,186,27,False,False,True,991.91,1,991.91,2024-07-04,2024-07-04,0,116456.61,253,460.3,1387,562465.16,1244,452.14,6707,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3159571.19,1924,1642.19,4802112.68,2570,1868.53,2218,50.093999999999994,390.78200000000004,39.396921091631306,Gold
2023-02-03,CUST_7639,Regular,Europe,Berlin,Automotive,Maintenance,440.13,10,4401.29,0.1,440.13,3961.16,In-Store,Digital Wallet,2023,2,1,Friday,34,5,False,False,False,3961.16,1,3961.16,2023-02-03,2023-02-03,0,759634.78,267,2845.07,1413,3834518.24,1252,3062.71,6597,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3314861.11,2038,1626.53,4186855.1,2525,1658.16,2227,264.078,1320.38,33.33316503246524,Platinum
2024-07-29,CUST_2938,VIP,Europe,Rome,Electronics,Camera,2408.91,5,12044.54,0.15,1806.68,11261.65,Phone,Bank Transfer,2024,7,3,Monday,211,31,False,False,True,11826.51,2,5913.26,2022-12-06,2024-07-29,601,1318651.58,214,6161.92,1143,7233331.08,1193,6063.14,6414,4233105.72,2507,1688.51,2180,4002905.57,2476,1616.68,3168358.48,1962,1614.86,3931138.23,2479,1585.78,2186,1445.3459999999998,4034.920000000001,35.82885278800177,Platinum
2024-09-20,CUST_2270,VIP,North America,Chicago,Clothing,Dress,105.02,4,420.08,0.15,63.01,357.07,Phone,Digital Wallet,2024,9,3,Friday,264,38,False,False,False,7970.41,2,3985.2,2024-09-20,2024-11-23,64,135770.98,227,598.11,1126,755914.15,1272,594.27,6615,3979222.64,2475,1607.77,2160,4002905.57,2476,1616.68,3314861.11,2038,1626.53,3931138.23,2479,1585.78,2186,63.01199999999999,105.02200000000002,29.412160080656456,Platinum
2022-02-17,CUST_8447,Regular,North America,New York,Sports,Tennis Racket,146.54,6,879.21,0.1,87.92,791.29,In-Store,Digital Wallet,2022,2,1,Thursday,48,7,False,False,False,1153.01,2,576.5,2022-02-17,2022-05-17,89,235335.84,258,912.15,1379,1162542.94,1267,917.56,6819,3979222.64,2475,1607.77,2160,3799942.54,2464,1542.18,3314861.11,2038,1626.53,4186855.1,2525,1658.16,2227,87.92399999999999,263.746,33.331142817424706,Platinum
2022-01-31,CUST_8552,Budget,North America,Vancouver,Books,Fiction,33.17,3,99.5,0.1,9.95,89.55,Mobile App,Cash,2022,1,1,Monday,31,5,False,False,False,1187.35,2,593.67,2022-01-31,2022-09-18,230,37297.98,225,165.77,1175,198801.01,1192,166.78,6439,3979222.64,2475,1607.77,2160,4246388.07,2508,1693.14,3159571.19,1924,1642.19,4802112.68,2570,1868.53,2218,19.902,29.843999999999994,33.326633165829136,Platinum
2024-11-11,CUST_3260,VIP,Australia,Perth,Beauty,Skincare,108.51,1,108.51,0.05,5.43,134.01,Phone,Cash,2024,11,4,Monday,316,46,False,True,False,6364.74,3,2121.58,2023-07-14,2024-11-14,489,116456.61,253,460.3,1387,562465.16,1244,452.14,6707,4024694.57,2597,1549.75,2244,4002905.57,2476,1616.68,3159571.19,1924,1642.19,3931138.23,2479,1585.78,2186,65.106,68.904,51.41705842847549,Platinum
2024-02-28,CUST_7599,Regular,North America,Vancouver,Home & Garden,Furniture,176.15,10,1761.49,0.1,176.15,1585.34,In-Store,Digital Wallet,2024,2,1,Wednesday,59,9,False,False,False,3681.62,2,1840.81,2023-01-14,2024-02-28,410,392779.76,256,1534.3,1420,1889517.74,1265,1493.69,6727,3979222.64,2475,1607.77,2160,3799942.54,2464,1542.18,3314861.11,2038,1626.53,4186855.1,2525,1658.16,2227,105.69,528.4399999999998,33.332912813655106,Platinum
2023-06-30,CUST_2219,VIP,Europe,Rome,Home & Garden,Kitchen Appliances,400.84,5,2004.2,0.15,300.63,1873.93,Phone,Credit Card,2023,6,2,Friday,181,26,False,False,True,1873.93,1,1873.93,2023-06-30,2023-06-30,0,361448.63,243,1487.44,1282,1889517.74,1265,1493.69,6727,4233105.72,2507,1688.51,2180,4002905.57,2476,1616.68,3184046.42,2054,1550.17,3931138.23,2479,1585.78,2186,240.50399999999996,671.4100000000003,35.828979737770375,Platinum
2023-06-26,CUST_8964,Budget,Europe,London,Beauty,Haircare,74.86,9,673.7,0.1,67.37,666.97,Online,Cash,2023,6,2,Monday,177,26,False,False,True,2724.08,3,908.03,2022-07-30,2024-06-14,685,111806.11,241,463.93,1308,562465.16,1244,452.14,6707,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3159571.19,1924,1642.19,4802112.68,2570,1868.53,2218,44.916,262.72600000000006,39.39097710541704,Platinum
2024-06-10,CUST_1295,Budget,Europe,Paris,Home & Garden,Furniture,191.54,3,574.61,0.1,57.46,568.87,Online,Credit Card,2024,6,2,Monday,162,24,False,False,True,568.87,1,568.87,2024-06-10,2024-06-10,0,392779.76,256,1534.3,1420,1889517.74,1265,1493.69,6727,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3184046.42,2054,1550.17,4802112.68,2570,1868.53,2218,114.92399999999999,224.098,39.393534550951884,Gold
2024-03-28,CUST_3228,Premium,Australia,Brisbane,Sports,Yoga Mat,231.04,2,462.08,0.0,0.0,462.08,Mobile App,Digital Wallet,2024,3,1,Thursday,88,13,False,False,False,462.08,1,462.08,2024-03-28,2024-03-28,0,235829.13,259,910.54,1291,1162542.94,1267,917.56,6819,4024694.57,2597,1549.75,2244,4246388.07,2508,1693.14,3314861.11,2038,1626.53,3144053.49,2426,1295.98,2130,138.624,184.832,40.0,Silver
2022-12-30,CUST_9522,Premium,Asia,Seoul,Home & Garden,Decor,114.43,4,457.71,0.1,45.77,535.52,In-Store,Debit Card,2022,12,4,Friday,364,52,False,True,False,535.52,1,535.52,2022-12-30,2022-12-30,0,421278.39,273,1543.14,1516,1889517.74,1265,1493.69,6727,3827136.57,2421,1580.81,2132,3799942.54,2464,1542.18,3237322.3,2022,1601.05,3144053.49,2426,1295.98,2130,68.658,260.888,48.71676127875709,Gold
2023-06-21,CUST_7113,VIP,North America,Los Angeles,Toys,Action Figures,51.6,5,257.99,0.15,38.7,241.22,Online,Digital Wallet,2023,6,2,Wednesday,172,25,False,False,True,12931.68,2,6465.84,2023-01-24,2023-06-21,148,76781.17,248,309.6,1290,427069.18,1315,324.77,6837,3979222.64,2475,1607.77,2160,4014923.32,2552,1573.25,3314861.11,2038,1626.53,3931138.23,2479,1585.78,2186,30.96,86.41999999999999,35.82621673161429,Platinum
2022-05-15,CUST_3916,Premium,North America,New York,Electronics,Tablet,1850.77,1,1850.77,0.0,0.0,1850.77,Phone,Credit Card,2022,5,2,Sunday,135,19,True,False,False,2127.7,2,1063.85,2022-05-15,2022-06-16,32,1247599.82,203,6145.81,1181,7233331.08,1193,6063.14,6414,3979222.64,2475,1607.77,2160,4002905.57,2476,1616.68,3184046.42,2054,1550.17,3144053.49,2426,1295.98,2130,1110.462,740.308,40.0,Platinum
2022-06-26,CUST_8218,Premium,Australia,Sydney,Beauty,Makeup,173.13,2,346.27,0.0,0.0,380.89,Online,Bank Transfer,2022,6,2,Sunday,177,25,True,False,True,3375.87,3,1125.29,2022-03-22,2023-04-25,399,109767.69,249,440.83,1310,562465.16,1244,452.14,6707,4024694.57,2597,1549.75,2244,4014923.32,2552,1573.25,3168358.48,1962,1614.86,3144053.49,2426,1295.98,2130,103.878,173.134,45.45511827561763,Platinum
2022-10-06,CUST_6143,Premium,North America,Toronto,Sports,Basketball,372.91,5,1864.57,0.1,186.46,1678.11,Online,Credit Card,2022,10,4,Thursday,279,40,False,False,False,2933.57,3,977.86,2022-10-06,2024-08-05,669,249891.35,275,908.7,1494,1162542.94,1267,917.56,6819,3979222.64,2475,1607.77,2160,4014923.32,2552,1573.25,3184046.42,2054,1550.17,3144053.49,2426,1295.98,2130,223.746,559.3799999999999,33.33392924182562,Platinum
2024-09-17,CUST_5801,Budget,North America,Vancouver,Books,Children,22.73,9,204.57,0.1,20.46,184.11,In-Store,Debit Card,2024,9,3,Tuesday,261,38,False,False,False,5242.63,3,1747.54,2023-07-18,2024-09-17,427,30145.14,193,156.19,991,198801.01,1192,166.78,6439,3979222.64,2475,1607.77,2160,3799942.54,2464,1542.18,3237322.3,2022,1601.05,4802112.68,2570,1868.53,2218,13.638,61.36800000000001,33.33224702623432,Platinum
2024-12-04,CUST_5571,Budget,Europe,Madrid,Toys,Educational Toys,21.36,9,192.28,0.1,19.23,224.97,Phone,Credit Card,2024,12,4,Wednesday,339,49,False,True,False,1544.71,2,772.36,2022-07-11,2024-12-04,877,81257.01,247,328.98,1267,427069.18,1315,324.77,6837,4233105.72,2507,1688.51,2180,4002905.57,2476,1616.68,3184046.42,2054,1550.17,4802112.68,2570,1868.53,2218,12.815999999999999,109.626,48.72916388851847,Platinum
2024-04-26,CUST_2354,Regular,Europe,Madrid,Clothing,Jacket,164.86,10,1648.59,0.1,164.86,1483.73,In-Store,Credit Card,2024,4,2,Friday,117,17,False,False,False,2075.24,2,1037.62,2022-08-06,2024-04-26,629,118524.94,199,595.6,1104,755914.15,1272,594.27,6615,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3184046.42,2054,1550.17,4186855.1,2525,1658.16,2227,98.91600000000001,494.56999999999994,33.3328840152858,Platinum
2022-03-14,CUST_7607,Budget,North America,Los Angeles,Books,Educational,28.69,15,430.37,0.1,43.04,387.33,In-Store,Debit Card,2022,3,1,Monday,73,11,False,False,False,387.33,1,387.33,2022-03-14,2022-03-14,0,31692.74,186,170.39,1014,198801.01,1192,166.78,6439,3979222.64,2475,1607.77,2160,3799942.54,2464,1542.18,3237322.3,2022,1601.05,4802112.68,2570,1868.53,2218,17.214,129.12,33.33591511114554,Silver
2022-05-21,CUST_6527,VIP,Europe,Berlin,Toys,Puzzles,80.97,2,161.93,0.05,8.1,153.83,In-Store,Digital Wallet,2022,5,2,Saturday,141,20,True,False,False,830.22,2,415.11,2022-05-21,2023-12-16,574,89491.66,268,333.92,1414,427069.18,1315,324.77,6837,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3314861.11,2038,1626.53,3931138.23,2479,1585.78,2186,48.582,56.66600000000001,36.83676786062537,Gold
2024-12-21,CUST_8336,VIP,Asia,Bangkok,Electronics,Headphones,540.1,4,2160.42,0.15,324.06,2387.26,In-Store,Bank Transfer,2024,12,4,Saturday,356,51,True,True,False,2633.17,2,1316.58,2022-03-17,2024-12-21,1010,1156459.32,181,6389.28,1003,7233331.08,1193,6063.14,6414,3827136.57,2421,1580.81,2132,3799942.54,2464,1542.18,3168358.48,1962,1614.86,3931138.23,2479,1585.78,2186,324.06,1091.0200000000002,45.70176687918367,Platinum
2023-03-25,CUST_4733,Budget,Europe,Rome,Books,Educational,34.09,9,306.85,0.1,30.69,276.17,Phone,Cash,2023,3,1,Saturday,84,12,True,False,False,2859.17,4,714.79,2022-06-11,2024-06-14,734,31692.74,186,170.39,1014,198801.01,1192,166.78,6439,4233105.72,2507,1688.51,2180,4002905.57,2476,1616.68,3159571.19,1924,1642.19,4802112.68,2570,1868.53,2218,20.454,92.084,33.34323061882174,Platinum
2024-04-11,CUST_5533,Budget,North America,Chicago,Home & Garden,Decor,51.72,12,620.62,0.1,62.06,558.55,Online,Digital Wallet,2024,4,2,Thursday,102,15,False,False,False,558.55,1,558.55,2024-04-11,2024-04-11,0,421278.39,273,1543.14,1516,1889517.74,1265,1493.69,6727,3979222.64,2475,1607.77,2160,4014923.32,2552,1573.25,3314861.11,2038,1626.53,4802112.68,2570,1868.53,2218,31.031999999999996,186.166,33.33023005997673,Gold
2024-01-08,CUST_3612,Premium,Asia,Seoul,Toys,Outdoor Toys,73.71,4,294.83,0.1,29.48,265.34,In-Store,Bank Transfer,2024,1,1,Monday,8,2,False,False,False,2308.33,4,577.08,2024-01-08,2024-10-03,269,91353.45,272,335.86,1422,427069.18,1315,324.77,6837,3827136.57,2421,1580.81,2132,3799942.54,2464,1542.18,3168358.48,1962,1614.86,3144053.49,2426,1295.98,2130,44.22599999999999,88.436,33.32931333383584,Platinum
2023-01-10,CUST_2755,Budget,North America,Vancouver,Electronics,Camera,1276.91,9,11492.23,0.1,1149.22,10343.01,Online,Digital Wallet,2023,1,1,Tuesday,10,2,False,False,False,11569.71,3,3856.57,2022-07-06,2024-08-11,767,1318651.58,214,6161.92,1143,7233331.08,1193,6063.14,6414,3979222.64,2475,1607.77,2160,4014923.32,2552,1573.25,3314861.11,2038,1626.53,4802112.68,2570,1868.53,2218,766.1460000000001,3447.696,33.33358471083369,Platinum
2023-09-26,CUST_8580,Premium,North America,Los Angeles,Electronics,Smartwatch,2867.81,1,2867.81,0.0,0.0,2867.81,Phone,Credit Card,2023,9,3,Tuesday,269,39,False,False,False,2867.81,1,2867.81,2023-09-26,2023-09-26,0,965973.36,169,5715.82,844,7233331.08,1193,6063.14,6414,3979222.64,2475,1607.77,2160,4002905.57,2476,1616.68,3184046.42,2054,1550.17,3144053.49,2426,1295.98,2130,1720.686,1147.124,40.0,Platinum
2022-02-09,CUST_3755,VIP,Asia,Hong Kong,Home & Garden,Garden Tools,148.59,2,297.17,0.05,14.86,282.31,Online,Digital Wallet,2022,2,1,Wednesday,40,6,False,False,False,1342.66,4,335.66,2022-02-09,2024-06-25,867,354026.0,237,1493.78,1177,1889517.74,1265,1493.69,6727,3827136.57,2421,1580.81,2132,4014923.32,2552,1573.25,3314861.11,2038,1626.53,3931138.23,2479,1585.78,2186,89.154,104.00200000000001,36.839644362580145,Platinum
2024-01-30,CUST_3215,Regular,Asia,Tokyo,Sports,Yoga Mat,299.52,2,599.03,0.0,0.0,599.03,In-Store,Digital Wallet,2024,1,1,Tuesday,30,5,False,False,False,834.0,2,417.0,2024-01-30,2024-06-29,151,235829.13,259,910.54,1291,1162542.94,1267,917.56,6819,3827136.57,2421,1580.81,2132,3799942.54,2464,1542.18,3314861.11,2038,1626.53,4186855.1,2525,1658.16,2227,179.712,239.606,39.99899838071549,Gold
2023-10-05,CUST_2293,VIP,North America,Los Angeles,Beauty,Skincare,235.08,1,235.08,0.05,11.75,223.32,Mobile App,Credit Card,2023,10,4,Thursday,278,40,False,False,False,1286.66,3,428.89,2023-10-05,2024-04-04,182,116456.61,253,460.3,1387,562465.16,1244,452.14,6707,3979222.64,2475,1607.77,2160,4246388.07,2508,1693.14,3184046.42,2054,1550.17,3931138.23,2479,1585.78,2186,141.048,82.27199999999999,36.84040838259,Platinum
2023-11-22,CUST_6567,Budget,Asia,Bangkok,Sports,Tennis Racket,104.19,15,1562.84,0.1,156.28,1828.52,Online,Digital Wallet,2023,11,4,Wednesday,326,47,False,True,False,5314.18,4,1328.54,2022-07-09,2024-03-12,612,235335.84,258,912.15,1379,1162542.94,1267,917.56,6819,3827136.57,2421,1580.81,2132,4014923.32,2552,1573.25,3314861.11,2038,1626.53,4802112.68,2570,1868.53,2218,62.513999999999996,890.8100000000001,48.717542055870325,Platinum
2023-08-02,CUST_1811,Regular,North America,Toronto,Electronics,Headphones,1720.14,8,13761.16,0.1,1376.12,13623.55,Mobile App,Bank Transfer,2023,8,3,Wednesday,214,31,False,False,True,13836.29,2,6918.14,2022-02-16,2023-08-02,532,1156459.32,181,6389.28,1003,7233331.08,1193,6063.14,6414,3979222.64,2475,1607.77,2160,4246388.07,2508,1693.14,3168358.48,1962,1614.86,4186855.1,2525,1658.16,2227,1032.084,5366.877999999999,39.39412267727574,Platinum
2024-01-20,CUST_4542,Premium,North America,New York,Electronics,Smartphone,2952.93,3,8858.79,0.1,885.88,7972.91,Mobile App,Credit Card,2024,1,1,Saturday,20,3,True,False,False,7972.91,1,7972.91,2024-01-20,2024-01-20,0,1325345.54,216,6135.86,1109,7233331.08,1193,6063.14,6414,3979222.64,2475,1607.77,2160,4246388.07,2508,1693.14,3184046.42,2054,1550.17,3144053.49,2426,1295.98,2130,1771.7579999999998,2657.6360000000004,33.33332497168537,Platinum
2023-02-21,CUST_8019,Regular,Asia,Seoul,Clothing,T-Shirt,188.78,4,755.14,0.1,75.51,679.62,Online,Bank Transfer,2023,2,1,Tuesday,52,8,False,False,False,679.62,1,679.62,2023-02-21,2023-02-21,0,118433.02,202,586.3,1066,755914.15,1272,594.27,6615,3827136.57,2421,1580.81,2132,4014923.32,2552,1573.25,3168358.48,1962,1614.86,4186855.1,2525,1658.16,2227,113.268,226.548,33.33451046172861,Gold
2023-08-06,CUST_3855,Premium,Asia,Bangkok,Clothing,T-Shirt,287.96,3,863.88,0.1,86.39,855.24,Mobile App,Cash,2023,8,3,Sunday,218,31,True,False,True,855.24,1,855.24,2023-08-06,2023-08-06,0,118433.02,202,586.3,1066,755914.15,1272,594.27,6615,3827136.57,2421,1580.81,2132,4246388.07,2508,1693.14,3159571.19,1924,1642.19,3144053.49,2426,1295.98,2130,172.77599999999998,336.91200000000003,39.39385435667182,Gold
2023-05-14,CUST_1544,Premium,Asia,Singapore,Beauty,Bath Products,95.67,1,95.67,0.0,0.0,95.67,Online,Digital Wallet,2023,5,2,Sunday,134,19,True,False,False,95.67,1,95.67,2023-05-14,2023-05-14,0,113362.43,255,444.56,1396,562465.16,1244,452.14,6707,3827136.57,2421,1580.81,2132,4014923.32,2552,1573.25,3314861.11,2038,1626.53,3144053.49,2426,1295.98,2130,57.402,38.268,40.0,Bronze
2024-09-24,CUST_1963,VIP,North America,Toronto,Electronics,Smartwatch,3794.46,5,18972.28,0.15,2845.84,16126.44,Online,Bank Transfer,2024,9,3,Tuesday,268,39,False,False,False,23687.55,3,7895.85,2024-05-06,2024-09-24,141,965973.36,169,5715.82,844,7233331.08,1193,6063.14,6414,3979222.64,2475,1607.77,2160,4014923.32,2552,1573.25,3168358.48,1962,1614.86,3931138.23,2479,1585.78,2186,2276.676,4743.060000000001,29.411699048271046,Platinum
2024-03-03,CUST_5375,Regular,Asia,Tokyo,Toys,Educational Toys,99.69,10,996.89,0.1,99.69,897.2,In-Store,Debit Card,2024,3,1,Sunday,63,9,True,False,False,897.2,1,897.2,2024-03-03,2024-03-03,0,81257.01,247,328.98,1267,427069.18,1315,324.77,6837,3827136.57,2421,1580.81,2132,3799942.54,2464,1542.18,3237322.3,2022,1601.05,4186855.1,2525,1658.16,2227,59.81399999999999,299.0600000000002,33.332590280873845,Gold
2023-02-01,CUST_8511,Premium,Asia,Singapore,Books,Educational,15.17,4,60.67,0.1,6.07,54.6,Phone,Debit Card,2023,2,1,Wednesday,32,5,False,False,False,3695.9,4,923.97,2022-10-19,2024-08-13,664,31692.74,186,170.39,1014,198801.01,1192,166.78,6439,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3237322.3,2022,1601.05,3144053.49,2426,1295.98,2130,9.102,18.192,33.31868131868132,Platinum
2023-11-16,CUST_9081,Budget,Europe,Paris,Beauty,Skincare,88.79,3,266.36,0.1,26.64,311.65,In-Store,Digital Wallet,2023,11,4,Thursday,320,46,False,True,False,500.54,2,250.27,2022-09-28,2023-11-16,414,116456.61,253,460.3,1387,562465.16,1244,452.14,6707,4233105.72,2507,1688.51,2180,3799942.54,2464,1542.18,3314861.11,2038,1626.53,4802112.68,2570,1868.53,2218,53.274,151.82799999999997,48.7174715225413,Gold
2023-10-04,CUST_5174,Budget,Australia,Melbourne,Books,Non-Fiction,9.96,15,149.42,0.1,14.94,134.48,In-Store,Bank Transfer,2023,10,4,Wednesday,277,40,False,False,False,3786.0,5,757.2,2022-01-18,2024-10-25,1011,33238.02,191,174.02,1118,198801.01,1192,166.78,6439,4024694.57,2597,1549.75,2244,3799942.54,2464,1542.18,3168358.48,1962,1614.86,4802112.68,2570,1868.53,2218,5.976,44.83999999999999,33.343248066627,Platinum
2022-05-06,CUST_2142,Regular,Europe,Paris,Home & Garden,Decor,188.47,2,376.94,0.0,0.0,376.94,Online,Credit Card,2022,5,2,Friday,126,18,False,False,False,1786.07,4,446.52,2022-05-06,2024-04-02,697,421278.39,273,1543.14,1516,1889517.74,1265,1493.69,6727,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3184046.42,2054,1550.17,4186855.1,2525,1658.16,2227,113.082,150.776,40.0,Platinum
2022-03-23,CUST_7783,Premium,Asia,Singapore,Automotive,Car Parts,1010.23,5,5051.15,0.1,505.11,4546.03,Mobile App,Debit Card,2022,3,1,Wednesday,82,12,False,False,False,5095.73,2,2547.86,2022-03-23,2024-08-13,874,795616.04,248,3208.13,1353,3834518.24,1252,3062.71,6597,3827136.57,2421,1580.81,2132,4246388.07,2508,1693.14,3237322.3,2022,1601.05,3144053.49,2426,1295.98,2130,606.138,1515.3399999999997,33.333260009282824,Platinum
2022-01-29,CUST_1106,VIP,North America,Toronto,Home & Garden,Furniture,499.66,2,999.33,0.05,49.97,949.36,Mobile App,Cash,2022,1,1,Saturday,29,4,True,False,False,949.36,1,949.36,2022-01-29,2022-01-29,0,392779.76,256,1534.3,1420,1889517.74,1265,1493.69,6727,3979222.64,2475,1607.77,2160,4246388.07,2508,1693.14,3159571.19,1924,1642.19,3931138.23,2479,1585.78,2186,299.796,349.76800000000003,36.84250442403304,Gold
2024-07-23,CUST_7938,Regular,Australia,Brisbane,Beauty,Bath Products,26.84,10,268.43,0.1,26.84,265.75,Mobile App,Debit Card,2024,7,3,Tuesday,205,30,False,False,True,830.47,3,276.82,2022-11-19,2024-07-23,612,113362.43,255,444.56,1396,562465.16,1244,452.14,6707,4024694.57,2597,1549.75,2244,4246388.07,2508,1693.14,3237322.3,2022,1601.05,4186855.1,2525,1658.16,2227,16.104,104.71000000000001,39.40169332079022,Gold
2024-03-20,CUST_8496,Regular,Europe,Madrid,Electronics,Smartphone,1635.21,4,6540.84,0.1,654.08,5886.76,Mobile App,Cash,2024,3,1,Wednesday,80,12,False,False,False,5886.76,1,5886.76,2024-03-20,2024-03-20,0,1325345.54,216,6135.86,1109,7233331.08,1193,6063.14,6414,4233105.72,2507,1688.51,2180,4246388.07,2508,1693.14,3159571.19,1924,1642.19,4186855.1,2525,1658.16,2227,981.126,1962.2560000000003,33.33337863272837,Platinum
2024-12-02,CUST_3065,VIP,Asia,Hong Kong,Home & Garden,Furniture,900.94,5,4504.68,0.15,675.7,4977.67,Online,Digital Wallet,2024,12,4,Monday,337,49,False,True,False,4977.67,1,4977.67,2024-12-02,2024-12-02,0,392779.76,256,1534.3,1420,1889517.74,1265,1493.69,6727,3827136.57,2421,1580.81,2132,4014923.32,2552,1573.25,3314861.11,2038,1626.53,3931138.23,2479,1585.78,2186,540.564,2274.8500000000004,45.70110111759117,Platinum
2022-08-23,CUST_3756,Premium,Europe,Paris,Clothing,Dress,78.85,4,315.41,0.1,31.54,312.25,Online,Bank Transfer,2022,8,3,Tuesday,235,34,False,False,True,834.7,2,417.35,2022-08-23,2023-10-27,430,135770.98,227,598.11,1126,755914.15,1272,594.27,6615,4233105.72,2507,1688.51,2180,4014923.32,2552,1573.25,3168358.48,1962,1614.86,3144053.49,2426,1295.98,2130,47.309999999999995,123.01000000000002,39.3947157726181,Gold
2022-12-17,CUST_2547,VIP,North America,Vancouver,Clothing,Dress,300.2,3,900.61,0.15,135.09,995.18,Phone,Credit Card,2022,12,4,Saturday,351,50,True,True,False,1112.24,2,556.12,2022-12-13,2022-12-17,4,135770.98,227,598.11,1126,755914.15,1272,594.27,6615,3979222.64,2475,1607.77,2160,4002905.57,2476,1616.68,3184046.42,2054,1550.17,3931138.23,2479,1585.78,2186,180.11999999999998,454.82000000000005,45.702285013766364,Platinum
2022-08-18,CUST_8598,Premium,Asia,Seoul,Automotive,Accessories,1135.95,3,3407.84,0.1,340.78,3373.76,Phone,Debit Card,2022,8,3,Thursday,230,33,False,False,True,3723.59,2,1861.8,2022-08-18,2023-12-29,498,854754.31,269,3177.53,1406,3834518.24,1252,3062.71,6597,3827136.57,2421,1580.81,2132,4002905.57,2476,1616.68,3237322.3,2022,1601.05,3144053.49,2426,1295.98,2130,681.57,1329.0500000000002,39.393732808498534,Platinum
